name;rating;damage_round;headshots;headshot_percent;aces;clutches;flawless;first_bloods;assists;kd_ratio;kills_round;score_round;win_percent;agent_1;gun1_name
FADE;Diamond -;147.8;134.0;18.4;1;96;32;134.0;294.0;0.97;0.7;218.8;53.5;Raze;Vandal
S0lam;Diamond -;135.6;80.0;17.2;0;58;36;80.0;196.0;1.02;0.7;210.7;57.9;Chamber;Phantom
Winarez;Diamond -;153.5;73.0;25.8;2;45;55;73.0;158.0;1.22;0.8;232.3;60.5;Reyna;Vandal
ozzpwnz;Diamond -;127.2;146.0;23.9;2;95;62;146.0;418.0;0.96;0.7;198.0;42.1;Chamber;Vandal
notAhle;Diamond -;145.7;261.0;32.3;1;145;87;261.0;446.0;1.02;0.8;222.2;41.8;Jett;Vandal
T5 Tykozz;Diamond -;143.3;205.0;23.4;0;145;73;205.0;314.0;1.05;0.8;219.2;49.4;Reyna;Vandal
nejau jakstsãƒ„;Diamond -;176.7;241.0;24.1;1;94;58;241.0;332.0;1.22;0.9;269.5;47.8;Jett;Vandal
kali;Diamond -;122.8;116.0;11.2;1;90;77;116.0;492.0;0.92;0.7;193.4;52.6;Viper;Vandal
last song wt u;Diamond -;199.3;231.0;32.2;3;108;78;231.0;223.0;1.48;1.1;308.5;73.8;Reyna;Phantom
Irisingg;Diamond -;143.2;146.0;23.5;5;102;37;146.0;399.0;1.05;0.8;222.3;45.1;Chamber;Vandal
Recep Ivedick;Diamond -;145.1;87.0;21.4;0;63;54;87.0;423.0;1.05;0.7;217.6;48.3;Brimstone;Vandal
david;Diamond -;138.8;155.0;25.7;0;90;44;155.0;373.0;0.93;0.7;208.0;45.5;Jett;Vandal
2T EdiLe;Diamond -;109.8;64.0;19.9;1;83;39;64.0;333.0;0.74;0.6;164.9;42.4;Brimstone;Vandal
UniqueValkyrie;Diamond -;148.8;184.0;26.3;4;106;69;184.0;340.0;1.15;0.8;227.7;50.0;Jett;Vandal
SizoX;Diamond -;173.1;209.0;29.5;3;102;63;209.0;337.0;1.36;0.9;266.8;54.5;Reyna;Vandal
wasteoft1me;Diamond -;149.9;181.0;21.9;1;100;60;181.0;355.0;1.09;0.8;232.5;50.0;Chamber;Phantom
treefifre;Diamond -;132.5;142.0;28.5;2;93;54;142.0;237.0;0.94;0.7;198.1;53.6;Jett;Vandal
NBL Sekai ï¾’;Diamond -;141.6;234.0;12.8;2;138;72;234.0;388.0;1.04;0.7;215.5;46.7;Jett;Vandal
Xyprexlr;Diamond -;132.3;160.0;19.3;0;112;81;160.0;539.0;0.88;0.7;199.5;47.6;KAY/O;Vandal
Ikazu On Top;Diamond -;123.9;117.0;29.2;1;79;43;117.0;229.0;0.85;0.6;185.4;44.1;Jett;Vandal
Artemis;Diamond -;113.3;98.0;24.7;2;115;82;98.0;349.0;0.85;0.6;170.5;51.3;Sage;Vandal
Lunalexa;Diamond -;146.1;76.0;23.4;1;51;37;76.0;230.0;1.16;0.8;222.8;57.1;Viper;Vandal
temassÄ±z var mÄ±;Diamond -;171.4;154.0;25.2;2;81;70;154.0;351.0;1.38;0.9;261.7;64.1;Chamber;Vandal
3mpty;Diamond -;143.7;516.0;18.8;3;323;146;516.0;1.061;0.97;0.7;219.7;46.0;Jett;Vandal
itwasworthit;Diamond -;176.2;145.0;19.0;4;66;41;145.0;218.0;1.26;0.9;267.8;61.9;Reyna;Vandal
RIX Raina;Diamond -;127.3;98.0;22.1;0;81;48;98.0;331.0;0.91;0.7;198.5;44.2;Breach;Vandal
harmony;Diamond -;142.9;115.0;22.6;2;83;65;115.0;431.0;1.05;0.7;214.2;48.5;Sova;Phantom
starboi;Diamond -;144.5;181.0;23.1;0;104;60;181.0;306.0;0.96;0.8;220.4;47.1;Jett;Vandal
Maluuka;Diamond -;122.7;110.0;19.4;1;90;42;110.0;317.0;0.83;0.6;188.2;43.5;Fade;Vandal
spit;Diamond -;139.7;127.0;26.2;2;69;44;127.0;293.0;1.04;0.7;208.3;46.5;Chamber;Vandal
Lord;Diamond -;137.9;106.0;25.4;2;84;32;106.0;279.0;1.02;0.7;212.7;42.9;Chamber;Phantom
ElAtiendeBoludos;Diamond -;130.2;67.0;20.6;1;57;41;67.0;382.0;0.94;0.7;200.4;50.0;Brimstone;Vandal
carlosLM8;Diamond -;139.6;136.0;21.1;0;75;61;136.0;350.0;0.92;0.7;209.5;47.7;Raze;Vandal
Sin;Diamond -;136.2;115.0;26.6;0;85;46;115.0;280.0;0.94;0.7;204.9;49.0;Reyna;Vandal
Flansink;Diamond -;126.9;122.0;22.0;2;144;73;122.0;731.0;0.94;0.7;199.3;43.2;Brimstone;Phantom
Tadake;Diamond -;139.6;143.0;22.8;0;121;70;143.0;551.0;1.04;0.8;217.2;47.1;Brimstone;Vandal
meginthedark;Diamond -;135.8;278.0;26.5;1;185;87;278.0;553.0;0.87;0.7;202.8;42.0;Reyna;Vandal
TMR Seth;Diamond -;172.7;146.0;26.4;1;62;58;146.0;239.0;1.22;0.9;264.3;49.0;Raze;Vandal
lep1nja;Diamond -;159.5;112.0;22.1;2;59;50;112.0;329.0;1.3;0.8;247.2;49.0;Omen;Phantom
mmm;Diamond -;143.5;92.0;26.4;1;101;90;92.0;323.0;1.19;0.8;222.9;59.4;Sage;Vandal
Teodoro;Diamond -;137.4;81.0;18.7;1;63;43;81.0;352.0;1.02;0.7;212.5;45.8;Omen;Vandal
VZ Wyvern;Diamond -;132.2;129.0;24.5;1;108;60;129.0;331.0;0.91;0.7;199.6;44.6;Raze;Vandal
Rimmsyworld;Diamond -;143.2;117.0;27.9;2;89;41;117.0;216.0;1.01;0.8;219.0;43.9;Jett;Vandal
TTSQ de4dguy;Diamond -;138.6;192.0;25.5;2;89;63;192.0;301.0;1.07;0.8;214.7;50.0;Chamber;Vandal
DAnuNA;Diamond -;135.1;187.0;25.3;2;165;73;187.0;605.0;0.97;0.7;206.6;45.4;KAY/O;Vandal
Retired;Diamond -;143.4;160.0;27.0;3;129;96;160.0;459.0;1.03;0.8;216.5;43.8;Sage;Vandal
gogogogogogogogo;Diamond -;153.1;158.0;28.4;2;73;48;158.0;215.0;1.06;0.8;228.3;49.1;Reyna;Vandal
Sazuto;Diamond -;159.8;122.0;22.4;2;56;34;122.0;169.0;1.19;0.9;247.6;50.0;Chamber;Vandal
MoÃ´;Diamond -;132.9;307.0;21.2;3;179;128;307.0;618.0;1.02;0.7;203.9;48.5;Chamber;Vandal
tibautskiii;Diamond -;142.6;152.0;22.9;1;110;76;152.0;417.0;1.11;0.8;219.7;48.1;Chamber;Vandal
Zeltik;Diamond -;136.2;71.0;20.9;0;51;55;71.0;188.0;1.15;0.8;211.4;61.0;Chamber;Vandal
qubic;Diamond -;133.4;171.0;23.7;1;122;73;171.0;322.0;1.06;0.8;206.6;48.4;Chamber;Vandal
Fabian;Diamond -;133.6;70.0;26.8;1;45;39;70.0;99.0;1.08;0.7;201.0;68.8;Reyna;Vandal
PAPLA;Diamond -;131.2;83.0;22.0;0;70;56;83.0;482.0;0.96;0.7;195.8;47.5;Fade;Vandal
HAHA;Diamond -;187.5;149.0;26.8;2;86;61;149.0;202.0;1.48;1.1;296.1;68.9;Jett;Vandal
posinrein;Diamond -;147.3;236.0;29.5;3;145;95;236.0;366.0;1.08;0.8;224.7;48.0;Reyna;Vandal
toniodeuS;Diamond -;133.6;144.0;31.6;3;96;58;144.0;319.0;1.01;0.7;205.1;43.7;Reyna;Phantom
thc38 skrezhet;Diamond -;145.6;396.0;24.2;3;168;88;396.0;350.0;1.05;0.8;229.2;41.5;Jett;Vandal
ELAZIÄžLI PEEK;Diamond -;134.0;184.0;25.8;1;111;54;184.0;322.0;1.01;0.7;205.8;46.5;Jett;Vandal
Kinomiya;Diamond -;137.0;284.0;19.6;5;178;68;284.0;409.0;0.87;0.7;212.8;47.5;Raze;Vandal
REX Josan;Diamond -;115.3;116.0;19.1;0;115;68;116.0;388.0;0.78;0.6;177.8;41.1;Skye;Phantom
ToOxic;Diamond -;137.1;175.0;21.4;1;176;90;175.0;739.0;0.99;0.7;209.2;41.9;Sova;Vandal
selfmade;Diamond -;193.0;239.0;26.0;2;79;64;239.0;129.0;1.53;1.1;309.9;65.9;Chamber;Vandal
Soulcas;Diamond -;172.3;174.0;19.7;8;85;43;174.0;266.0;1.28;0.9;271.2;43.4;Jett;Vandal
ACE KripT10;Diamond -;135.7;63.0;21.4;1;58;36;63.0;155.0;1.03;0.8;210.8;56.8;Reyna;Vandal
PizzaFalko;Diamond -;139.5;71.0;13.2;0;59;34;71.0;248.0;1.1;0.7;215.8;54.5;Chamber;Vandal
GG Rayan;Diamond -;132.3;122.0;24.0;0;55;49;122.0;271.0;0.98;0.7;202.3;44.8;Chamber;Vandal
Jinleigh;Diamond -;134.4;178.0;30.0;1;111;82;178.0;365.0;0.96;0.7;202.4;44.3;Chamber;Phantom
west wyoming;Diamond -;156.8;252.0;25.5;4;122;68;252.0;367.0;1.14;0.8;241.8;43.5;Chamber;Vandal
å•æŽ’å‹‡è€…;Radiant;149.8;307.0;33.0;3;198;101;307.0;459.0;1.1;0.8;229.6;50.4;Chamber;Vandal
Adil;Diamond -;142.6;60.0;19.2;1;55;29;60.0;187.0;1.04;0.8;217.9;58.3;Skye;Phantom
fatih61;Diamond -;143.6;195.0;23.9;2;110;83;195.0;393.0;1.14;0.8;223.9;56.8;Reyna;Vandal
LFT very;Diamond -;133.5;144.0;23.3;1;78;52;144.0;300.0;1.01;0.7;206.7;55.0;Chamber;Vandal
Wawass;Diamond -;139.0;88.0;21.7;1;97;60;88.0;440.0;1.08;0.7;209.5;61.2;Skye;Phantom
alb4NN;Diamond -;143.2;137.0;29.9;0;69;43;137.0;158.0;1.1;0.8;213.8;58.8;Chamber;Vandal
Danny Da King;Diamond -;154.1;352.0;23.8;6;189;147;352.0;518.0;1.19;0.8;233.7;59.3;Reyna;Vandal
CABBARPEEK;Diamond -;148.3;95.0;24.7;1;85;50;95.0;297.0;1.02;0.8;222.7;52.8;Chamber;Vandal
Metabohai;Diamond -;138.8;70.0;15.1;1;64;24;70.0;230.0;1.05;0.8;213.7;54.5;Neon;Vandal
Halford;Diamond -;157.6;85.0;19.6;0;58;43;85.0;254.0;1.28;0.8;238.8;52.3;Chamber;Vandal
Proxim;Diamond -;130.4;65.0;24.0;1;61;35;65.0;173.0;0.93;0.7;195.6;57.5;Reyna;Vandal
SADOW;Diamond -;138.6;200.0;25.3;0;115;73;200.0;393.0;0.91;0.7;209.4;55.0;Chamber;Vandal
Blazez;Diamond -;123.2;116.0;21.8;0;114;51;116.0;490.0;0.91;0.6;190.3;58.1;Brimstone;Vandal
Daffel;Diamond -;139.1;501.0;21.6;3;271;133;501.0;772.0;0.91;0.7;219.2;54.9;Omen;Vandal
rtk;Diamond -;117.5;66.0;16.2;1;86;51;66.0;422.0;0.91;0.6;180.3;59.0;Viper;Vandal
cripax;Diamond -;147.0;151.0;20.8;0;89;50;151.0;241.0;1.07;0.8;224.2;45.5;Chamber;Phantom
Sky;Diamond -;152.5;186.0;19.1;6;92;43;186.0;206.0;1.12;0.9;244.7;50.0;Reyna;Phantom
Truvelo;Diamond -;137.6;242.0;17.1;1;166;133;242.0;794.0;1.1;0.7;208.9;57.5;Chamber;Vandal
SMD Stronghost;Diamond -;157.8;128.0;25.0;0;77;27;128.0;191.0;1.1;0.8;244.7;58.7;Reyna;Vandal
sHoppar;Diamond -;133.8;97.0;17.6;0;121;67;97.0;542.0;0.9;0.7;200.3;60.0;Fade;Vandal
Rinnea;Diamond -;115.4;53.0;27.9;0;76;49;53.0;247.0;0.89;0.6;179.4;56.5;Sage;Vandal
Ginantonic;Diamond -;125.7;55.0;24.7;1;61;51;55.0;302.0;0.99;0.7;186.9;51.0;Fade;Vandal
Despiadado;Diamond -;131.5;72.0;20.0;1;69;37;72.0;356.0;0.92;0.7;198.8;50.0;Sage;Vandal
Lexary;Diamond -;134.0;89.0;34.9;0;68;50;89.0;196.0;1.02;0.7;205.0;51.2;Chamber;Vandal
LukaTheLegend;Diamond -;143.5;150.0;22.6;1;73;80;150.0;290.0;1.11;0.8;221.8;53.3;Chamber;Vandal
DILEFGAR;Diamond -;142.7;145.0;19.8;1;53;44;145.0;188.0;1.11;0.8;217.4;46.9;Chamber;Vandal
KanKanaTo;Diamond -;175.1;115.0;24.1;3;57;36;115.0;195.0;1.22;0.9;267.8;65.7;Reyna;Vandal
aykay ;Diamond -;128.1;76.0;22.0;0;80;84;76.0;442.0;1.02;0.7;193.4;57.8;Viper;Vandal
alkgtye;Diamond -;151.6;149.0;29.8;3;72;64;149.0;216.0;1.25;0.8;234.7;62.5;Chamber;Vandal
esqueba;Diamond -;161.6;107.0;22.7;1;72;34;107.0;218.0;1.12;0.8;249.7;72.2;Fade;Vandal
realist;Diamond -;135.6;111.0;20.7;0;68;43;111.0;181.0;1.03;0.7;207.8;54.5;Reyna;Vandal
Nino is Waifu;Diamond -;135.9;117.0;28.0;2;89;53;117.0;183.0;0.98;0.7;208.2;58.0;Brimstone;Vandal
boi;Diamond -;147.4;167.0;13.4;0;105;59;167.0;482.0;0.96;0.7;225.9;48.0;Raze;Vandal
Smallfatpoor;Diamond -;143.4;195.0;15.3;2;144;105;195.0;614.0;1.06;0.8;221.8;48.0;Raze;Phantom
wallE;Diamond -;151.2;119.0;24.8;2;60;35;119.0;213.0;1.12;0.8;235.9;53.7;Jett;Phantom
z4szczyt;Diamond -;154.2;87.0;28.3;1;45;46;87.0;264.0;1.29;0.8;237.7;53.7;Fade;Vandal
ASP Mitsune;Diamond -;151.7;172.0;26.3;4;145;67;172.0;416.0;1.14;0.8;226.1;54.6;Chamber;Vandal
Jembty;Diamond -;162.1;413.0;27.0;8;194;91;413.0;515.0;1.08;0.9;253.8;50.9;Jett;Vandal
dwight7;Diamond -;120.0;102.0;19.0;1;87;69;102.0;343.0;0.89;0.6;179.2;45.8;Jett;Vandal
BJK Jiex;Diamond -;145.4;284.0;27.8;4;209;92;284.0;656.0;1.06;0.8;223.3;46.4;Viper;Phantom
APEXPLAYER1KKPTS;Diamond -;142.7;111.0;23.6;4;86;43;111.0;287.0;1.07;0.8;219.4;47.4;Sage;Vandal
Semmler;Diamond -;160.9;228.0;22.9;0;93;58;228.0;251.0;1.05;0.8;248.1;50.9;Jett;Vandal
Bennhem1;Diamond -;133.3;108.0;20.2;1;92;48;108.0;396.0;0.88;0.7;201.2;41.0;Jett;Vandal
IHNK;Diamond -;116.2;99.0;10.0;1;98;57;99.0;346.0;0.93;0.6;187.2;45.7;Chamber;Vandal
eddobb;Diamond -;127.6;114.0;15.9;4;82;50;114.0;471.0;0.87;0.6;194.3;46.5;Brimstone;Vandal
WESdfg;Diamond -;149.0;227.0;24.1;2;91;63;227.0;264.0;1.12;0.8;226.7;55.4;Chamber;Vandal
paradox;Diamond -;141.0;153.0;21.0;1;83;45;153.0;281.0;0.84;0.7;210.3;42.0;Raze;Vandal
haltixe;Diamond -;145.4;99.0;21.8;1;76;85;99.0;512.0;1.22;0.8;222.4;54.5;Skye;Vandal
ReversioN;Diamond -;148.7;107.0;27.3;3;67;34;107.0;262.0;1.07;0.8;228.3;43.6;Sage;Vandal
LFT Juan;Diamond -;154.9;178.0;22.9;1;75;54;178.0;179.0;1.19;0.8;239.1;40.7;Jett;Vandal
Movement;Diamond -;130.6;54.0;18.2;0;65;50;54.0;306.0;0.96;0.7;196.4;44.9;Raze;Phantom
Sheriff;Diamond -;148.4;195.0;13.9;2;128;79;195.0;403.0;1.11;0.8;229.5;63.4;Neon;Vandal
NoT Gia;Diamond -;126.8;171.0;20.8;1;140;113;171.0;570.0;0.95;0.7;193.7;57.0;Fade;Vandal
Quexto;Diamond -;152.2;64.0;19.5;0;59;31;64.0;292.0;1.05;0.7;224.2;52.3;Raze;Vandal
Pliscin7;Diamond -;151.0;138.0;21.3;0;71;33;138.0;182.0;0.98;0.8;226.7;50.0;Raze;Vandal
The Peace;Diamond -;139.7;151.0;19.8;1;148;67;151.0;615.0;1.06;0.7;215.0;57.7;Sage;Vandal
Spidy;Diamond -;136.2;73.0;16.2;0;65;45;73.0;256.0;0.9;0.7;202.3;55.3;Raze;Vandal
Herettic;Diamond -;134.1;104.0;15.6;2;77;57;104.0;338.0;1.06;0.7;206.6;50.9;Chamber;Vandal
UTKU;Diamond -;141.7;153.0;22.0;1;115;47;153.0;421.0;0.95;0.7;211.0;53.9;Reyna;Vandal
Kea;Diamond -;158.8;112.0;17.4;0;44;39;112.0;147.0;1.3;0.9;246.1;62.2;Chamber;Vandal
Aexnoon;Diamond -;148.3;150.0;20.7;1;105;61;150.0;301.0;1.03;0.8;221.6;52.7;Sage;Vandal
display;Diamond -;140.9;217.0;19.3;4;100;87;217.0;319.0;1.29;0.8;219.8;59.3;Chamber;Vandal
me luv him;Diamond -;145.1;133.0;19.6;1;132;98;133.0;821.0;1.14;0.8;222.8;57.7;Fade;Vandal
kthnxxbye;Diamond -;130.8;64.0;26.7;0;61;51;64.0;315.0;0.93;0.7;194.8;51.0;Brimstone;Vandal
Fellax;Diamond -;137.1;114.0;29.2;2;93;38;114.0;304.0;1.01;0.7;211.0;55.6;Chamber;Vandal
Arturo;Diamond -;160.4;103.0;21.4;1;66;38;103.0;198.0;1.17;0.8;241.8;53.3;Raze;Vandal
Reflex;Diamond -;158.0;78.0;27.9;0;59;34;78.0;236.0;1.12;0.8;234.2;64.3;Sage;Vandal
G1N0;Diamond -;126.5;130.0;18.8;1;128;59;130.0;571.0;0.85;0.6;195.2;50.6;Viper;Phantom
Ness;Diamond -;146.5;269.0;23.9;2;166;80;269.0;457.0;0.98;0.8;222.3;52.0;Reyna;Vandal
ACE;Diamond -;150.5;143.0;38.2;2;97;62;143.0;300.0;1.26;0.8;232.1;55.1;Omen;Vandal
Vitarek;Diamond -;143.6;96.0;17.0;2;71;44;96.0;369.0;0.99;0.7;217.4;55.8;Sova;Vandal
sehR;Diamond -;155.5;217.0;17.8;3;121;99;217.0;345.0;1.14;0.8;240.1;63.3;Chamber;Vandal
lManiaQues;Diamond -;134.6;129.0;15.4;1;70;38;129.0;202.0;0.86;0.7;204.9;49.1;Raze;Vandal
VÎ› gebuttert;Diamond -;135.7;170.0;18.9;3;167;91;170.0;450.0;1.01;0.7;206.3;57.9;Chamber;Phantom
SeYeD;Diamond -;138.8;142.0;17.5;0;72;57;142.0;255.0;1.15;0.8;215.3;56.1;Chamber;Vandal
100 Alucard;Diamond -;143.2;506.0;27.0;2;295;171;506.0;762.0;0.98;0.8;221.4;51.5;Jett;Vandal
PocketSkye69;Diamond -;129.7;55.0;20.1;0;35;30;55.0;215.0;0.91;0.7;193.1;65.6;Brimstone;Vandal
Peter ureter;Diamond -;155.4;178.0;27.4;4;86;47;178.0;276.0;1.04;0.8;234.3;46.7;Raze;Vandal
leroux;Diamond -;145.0;155.0;26.2;1;95;47;155.0;183.0;1.09;0.8;220.8;59.3;Jett;Vandal
deF;Diamond -;152.6;351.0;20.2;4;183;110;351.0;584.0;1.09;0.8;235.8;53.7;Chamber;Vandal
Relikt76;Diamond -;141.0;281.0;16.3;0;137;124;281.0;539.0;1.15;0.8;217.0;58.3;Chamber;Vandal
IlIlIIllI;Diamond -;145.6;88.0;20.4;0;64;36;88.0;306.0;1.05;0.8;222.7;51.2;Sage;Vandal
AFC XatonS;Diamond -;149.4;92.0;22.7;0;51;27;92.0;230.0;1.08;0.8;229.0;59.5;Sova;Vandal
KetJow;Diamond -;140.5;285.0;24.7;1;141;73;285.0;405.0;0.96;0.8;220.2;56.2;Jett;Vandal
MrFueg0;Diamond -;125.8;133.0;21.2;0;111;68;133.0;331.0;0.89;0.6;186.3;57.4;Raze;Vandal
Empl;Diamond -;140.8;165.0;23.4;0;76;33;165.0;146.0;1.07;0.8;222.0;50.0;Jett;Vandal
sRn;Diamond -;133.9;67.0;19.7;1;45;33;67.0;250.0;1.08;0.7;208.1;58.3;Sova;Vandal
HighOnTea;Diamond -;140.7;94.0;28.2;0;53;36;94.0;186.0;1.07;0.8;211.5;56.8;Chamber;Vandal
ZaKeRTv;Diamond -;144.9;113.0;18.6;1;104;90;113.0;378.0;1.04;0.8;216.4;52.0;Raze;Vandal
Khonshu;Diamond -;146.1;107.0;32.8;4;78;60;107.0;269.0;1.12;0.8;216.8;56.7;Chamber;Phantom
Shameless;Diamond -;137.1;216.0;19.0;2;139;76;216.0;433.0;0.96;0.7;210.6;47.3;Chamber;Vandal
Boomers;Diamond -;120.6;56.0;22.3;0;48;29;56.0;233.0;0.94;0.6;183.3;56.8;Fade;Vandal
22z;Diamond -;137.4;93.0;29.5;2;94;65;93.0;283.0;1.06;0.7;205.7;52.5;Sova;Vandal
ozen;Diamond -;161.1;151.0;31.2;2;73;31;151.0;142.0;1.13;0.9;249.5;62.2;Reyna;Vandal
mystic;Diamond -;141.6;142.0;17.1;0;79;45;142.0;259.0;0.93;0.7;218.9;51.0;Jett;Vandal
S2K kuku;Diamond -;158.3;112.0;28.9;2;69;34;112.0;158.0;1.12;0.8;242.9;56.4;Jett;Vandal
AU KOWAL AU;Diamond -;139.8;143.0;20.3;1;110;47;143.0;256.0;0.99;0.7;216.0;48.2;Chamber;Vandal
m1zo;Diamond -;144.3;138.0;26.3;1;80;40;138.0;197.0;0.98;0.7;214.2;50.0;Jett;Vandal
a a;Diamond -;145.9;91.0;25.6;0;48;46;91.0;256.0;1.11;0.8;222.5;58.5;Omen;Vandal
vaicalon;Diamond -;153.5;283.0;23.7;5;163;82;283.0;421.0;1.06;0.8;239.2;48.9;Reyna;Vandal
Un Chinoir;Diamond -;150.4;84.0;26.3;2;71;40;84.0;281.0;1.22;0.8;233.8;48.1;Fade;Vandal
katazuk1;Diamond -;150.8;269.0;25.8;1;170;104;269.0;485.0;1.18;0.8;232.9;52.2;Jett;Vandal
White;Diamond -;176.1;154.0;27.1;5;69;34;154.0;145.0;1.15;0.9;271.7;56.4;Jett;Vandal
w00nie;Diamond -;161.2;193.0;23.2;5;142;74;193.0;470.0;1.08;0.8;241.4;47.4;Reyna;Vandal
Boukistan;Diamond -;160.7;153.0;23.5;3;89;56;153.0;294.0;1.23;0.9;251.7;56.6;Chamber;Vandal
Hydro;Diamond -;137.1;86.0;32.7;0;74;24;86.0;162.0;0.91;0.7;202.7;52.5;Sova;Vandal
NLF Noot Noot;Diamond -;148.4;270.0;37.2;3;186;90;270.0;493.0;1.03;0.8;230.3;50.5;Reyna;Vandal
dGreen;Diamond -;156.8;193.0;20.6;1;88;95;193.0;331.0;1.27;0.8;236.4;50.0;Chamber;Vandal
ch0sen 0ne;Diamond -;131.4;180.0;19.9;1;140;73;180.0;404.0;0.91;0.7;199.3;54.0;Chamber;Phantom
ARC Tripic;Diamond -;147.5;225.0;21.1;1;159;82;225.0;572.0;1.05;0.8;226.3;46.1;Reyna;Vandal
Roronoa Zoro;Diamond -;209.2;173.0;19.7;7;64;54;173.0;234.0;1.6;1.2;331.4;77.3;Neon;Vandal
I A K U S E Y I;Diamond -;136.3;128.0;16.4;0;87;25;128.0;217.0;0.91;0.7;210.4;44.7;Jett;Vandal
Celikk;Diamond -;149.1;168.0;23.5;3;114;69;168.0;353.0;1.06;0.8;228.4;43.4;Sage;Vandal
sphiny;Diamond -;157.5;160.0;23.9;2;65;60;160.0;312.0;1.14;0.8;239.9;43.5;Jett;Vandal
Meshar4521;Diamond -;140.2;66.0;16.2;0;61;46;66.0;273.0;1.05;0.7;214.9;56.4;Fade;Vandal
Lightning fast;Diamond -;120.8;78.0;22.7;1;92;44;78.0;242.0;0.84;0.6;184.8;47.2;Brimstone;Vandal
Tosic;Diamond -;145.9;130.0;22.2;5;80;60;130.0;281.0;0.99;0.7;217.2;44.4;Reyna;Vandal
Giaa x;Diamond -;185.6;88.0;22.6;3;59;39;88.0;187.0;1.36;1.0;280.6;71.4;Raze;Vandal
hazldinho;Diamond -;133.4;199.0;19.3;1;121;80;199.0;664.0;0.96;0.7;206.7;42.3;KAY/O;Phantom
LightningMcQueen;Diamond -;144.9;149.0;19.3;0;92;57;149.0;317.0;0.96;0.8;222.2;50.0;Raze;Vandal
aciddddddddddddd;Diamond -;133.2;168.0;21.9;4;175;102;168.0;750.0;1.04;0.7;207.5;42.7;Sage;Vandal
NT deeaSx;Diamond -;151.8;158.0;27.1;0;102;48;158.0;281.0;1.08;0.8;230.8;59.3;Chamber;Vandal
jeopardizE;Diamond -;129.7;221.0;24.1;2;138;65;221.0;525.0;0.92;0.7;199.2;55.7;Fade;Vandal
KiWi;Diamond -;137.7;142.0;15.6;4;113;59;142.0;505.0;0.91;0.7;211.8;52.0;Brimstone;Vandal
G1B;Diamond -;142.1;101.0;22.7;1;78;43;101.0;233.0;1.03;0.7;218.1;67.4;Chamber;Vandal
KÎ¹Î¹roÎ¹ Senko;Diamond -;128.3;126.0;22.3;0;102;68;126.0;521.0;1.01;0.7;193.5;58.3;Fade;Vandal
Victor;Diamond -;154.4;103.0;20.5;2;73;42;103.0;298.0;1.15;0.8;236.7;49.1;Chamber;Vandal
sozi0;Diamond -;154.4;280.0;20.8;2;142;93;280.0;577.0;1.11;0.8;230.8;53.2;Raze;Vandal
HoookÃ©Ã©ãƒƒ;Diamond -;142.5;166.0;29.5;2;109;68;166.0;309.0;1.03;0.8;221.8;50.7;Chamber;Vandal
Endruven;Diamond -;143.9;168.0;26.2;3;139;55;168.0;377.0;0.97;0.7;212.3;48.8;Killjoy;Vandal
REVENGER237;Diamond -;151.6;154.0;30.3;3;106;61;154.0;311.0;1.07;0.8;231.2;53.9;Omen;Vandal
p1kete;Diamond -;127.1;140.0;15.9;2;97;56;140.0;350.0;0.85;0.6;191.3;48.6;Raze;Vandal
mat ã€†;Diamond -;134.2;140.0;15.8;2;95;66;140.0;350.0;1.01;0.7;207.8;53.4;Chamber;Phantom
OniT;Diamond -;131.4;124.0;18.0;1;69;48;124.0;325.0;0.98;0.7;203.4;53.7;KAY/O;Vandal
999;Diamond -;153.9;126.0;26.9;0;80;41;126.0;206.0;1.15;0.8;241.0;65.8;Skye;Vandal
nQa Rozzy;Diamond -;113.5;147.0;20.0;1;206;103;147.0;1.011;0.82;0.6;172.0;50.7;Viper;Vandal
weoij;Diamond -;162.1;155.0;17.2;1;108;70;155.0;299.0;1.29;0.9;248.6;60.6;Chamber;Vandal
Disaster;Diamond -;137.0;95.0;17.8;0;63;34;95.0;192.0;1.08;0.7;212.5;67.4;Chamber;Phantom
tHNDR64;Diamond -;154.2;129.0;17.9;0;85;53;129.0;304.0;1.18;0.8;235.7;51.6;Chamber;Vandal
Force MNT;Diamond -;154.9;208.0;22.8;3;100;63;208.0;299.0;1.11;0.8;235.7;57.8;Omen;Vandal
Critmania;Diamond -;156.4;172.0;20.1;7;105;56;172.0;387.0;1.07;0.8;239.2;44.8;Sage;Vandal
Sanxeez;Diamond -;140.2;124.0;16.3;2;97;75;124.0;429.0;1.09;0.7;210.1;57.8;Viper;Vandal
ThreshScripting;Diamond -;131.6;54.0;17.4;2;52;28;54.0;160.0;0.99;0.7;200.0;61.8;Chamber;Vandal
Boran;Diamond -;155.1;213.0;17.2;5;116;60;213.0;376.0;1.07;0.8;242.2;56.2;Chamber;Vandal
alpaal;Diamond -;139.4;94.0;21.2;0;87;66;94.0;436.0;1.1;0.8;214.4;49.2;KAY/O;Phantom
dvck;Diamond -;110.2;83.0;21.4;0;82;67;83.0;417.0;0.83;0.6;168.6;56.1;Fade;Phantom
SpanKyy;Diamond -;145.1;66.0;32.3;1;63;49;66.0;246.0;1.17;0.8;222.3;57.1;Sage;Vandal
akkasshi;Diamond -;162.8;100.0;25.0;1;52;43;100.0;158.0;1.14;0.8;241.3;56.4;Reyna;Phantom
